zip_code,latitude,longitude
06268,41.800444, -72.248030
06269,41.804414, -72.293165
06277,41.958388, -71.843920
06278,41.897123, -72.171427
06279,41.897267, -72.251848
06280,41.690986, -72.130094
06281,41.973476, -72.014137
06282,41.948870, -72.084820
06320,41.347450, -72.101743
06330,41.635570, -72.077527
06331,41.693960, -72.009118
06332,41.731216, -71.902335
06333,41.386032, -72.229092
06334,41.544925, -72.173849
06335,41.434707, -72.058533
06336,41.580577, -72.195867
06339,41.441939, -71.990545
06340,41.357477, -72.041780
06350,41.648507, -72.068444
06351,41.589788, -71.948385
06353,41.464427, -72.149606
06354,41.708767, -71.855386
06355,41.366899, -71.976371
06357,41.327149, -72.215344
06359,41.470969, -71.872525
06360,41.547860, -72.089488
06365,41.518652, -72.006597
06370,41.466982, -72.189275
06371,41.362386, -72.323754
06373,41.677728, -71.796067
06374,41.681892, -71.910965
06375,41.406338, -72.123236
06376,41.294060, -72.253950
06377,41.730545, -71.819313
06378,41.383211, -71.908408
06379,41.363472, -71.853197
06380,41.563417, -72.051631
06382,41.468946, -72.122739
06384,41.579192, -71.831228
06385,41.361730, -72.156576
06387,41.741171, -71.913021
06389,41.564183, -72.129164
06390,41.273580, -71.969009
06401,41.344249, -73.069825
06403,41.443685, -73.051925
06405,41.285002, -72.793549
06409,41.351081, -72.420167
06410,41.511827, -72.903617
06412,41.411728, -72.487146
06413,41.295610, -72.529125
06414,41.572231, -72.552319
06415,41.550291, -72.348616
06416,41.616657, -72.661586
06417,41.367819, -72.477442
06418,41.326124, -73.082574
06419,41.374419, -72.578328
06420,41.489351, -72.258380
06422,41.468922, -72.684525
06423,41.457474, -72.389153
06424,41.560603, -72.502329
06426,41.351136, -72.397164
06437,41.331777, -72.696816
06438,41.455264, -72.504397
06441,41.467705, -72.582163
06442,41.341898, -72.433732
06443,41.344481, -72.624521
06444,41.562671, -72.933271
06447,41.636439, -72.454002
06450,41.535812, -72.775686
06451,41.541906, -72.823409
06455,41.514163, -72.717844
06456,41.516690, -72.553751
06457,41.548611, -72.656784
06460,41.214266, -73.050812
06461,41.239863, -73.075393
06467,41.567845, -72.899757
06468,41.339236, -73.222828
06469,41.510944, -72.443166
06470,41.395083, -73.317663
06471,41.332106, -72.780996
06472,41.382766, -72.775194
06473,41.381459, -72.856369
06475,41.299897, -72.382734
06477,41.284951, -73.024637
06478,41.444001, -73.147999
06479,41.574770, -72.911900
06480,41.598834, -72.589071
06481,41.536736, -72.697937
06482,41.408136, -73.242485
06483,41.385122, -73.083525
06484,41.304515, -73.139041
06488,41.475980, -73.229692
06489,41.614169, -72.869926
06492,41.458657, -72.804516
06498,41.303695, -72.478017
06510,41.306517, -72.926008
06511,41.317030, -72.927316
06512,41.278274, -72.875249
06513,41.316688, -72.870791
06514,41.376089, -72.943351
06515,41.328039, -72.970840
06516,41.272573, -72.964967
06517,41.349440, -72.907149
06518,41.430832, -72.912021
06519,41.293934, -72.932028
06524,41.422964, -72.994187
06525,41.363538, -73.003892
06604,41.182920, -73.208027
06605,41.161599, -73.217622
06606,41.212110, -73.206673
06607,41.170744, -73.168038
06608,41.186475, -73.181251
06610,41.209283, -73.164603
06611,41.267861, -73.213691
06612,41.264945, -73.300479
06614,41.232466, -73.129873
06615,41.171614, -73.132160
06702,41.556461, -73.045886
06704,41.588692, -73.035390
06705,41.547103, -72.992727
06706,41.532212, -73.025096
06708,41.550872, -73.068653
06710,41.569145, -73.045817
06712,41.499247, -72.975634
06716,41.595705, -72.969384
06750,41.723731, -73.268144
06751,41.635759, -73.211422
06752,41.520294, -73.361093
06754,41.775423, -73.362996
06755,41.650558, -73.479353
06756,41.849537, -73.234002
06757,41.743606, -73.459799
06758,41.673737, -73.245753
06759,41.753640, -73.212028
06762,41.530545, -73.121576
06763,41.694323, -73.209998
06770,41.488428, -73.053383
06776,41.601320, -73.422832
06777,41.691307, -73.334403
06778,41.713490, -73.111909
06779,41.596057, -73.081442
06782,41.651536, -73.042744
06783,41.555501, -73.296015
06784,41.576035, -73.491717
06785,41.695048, -73.464788
06786,41.672734, -73.018048
06787,41.671080, -73.085047
06790,41.834052, -73.131413
06791,41.761345, -73.060443
06793,41.633712, -73.288916
06794,41.649454, -73.323557
06795,41.623892, -73.126195
06796,41.866034, -73.342084
06798,41.561632, -73.206096
06801,41.369778, -73.389503
06804,41.469885, -73.393667
06807,41.056732, -73.592029
06810,41.374284, -73.457611
06811,41.422586, -73.478364
06812,41.480318, -73.486863
06820,41.076202, -73.480080
06824,41.173039, -73.280818
06825,41.196583, -73.243254
06830,41.037605, -73.624339
06831,41.088724, -73.658838
06840,41.160393, -73.500124
06850,41.126683, -73.447459
06851,41.138233, -73.401526
06853,41.066109, -73.437996
06854,41.083910, -73.426615
06855,41.084240, -73.394991
06856,41.111223, -73.420860
06870,41.024446, -73.571150
06877,41.310803, -73.499837
06878,41.030093, -73.583719
06880,41.133275, -73.348699
06883,41.227420, -73.366988
06890,41.148535, -73.287843
06896,41.305415, -73.392584
06897,41.211277, -73.440974
06901,41.053592, -73.538169
06902,41.059347, -73.544384
06903,41.136018, -73.571142
06905,41.088293, -73.542669
06906,41.071023, -73.522621
06907,41.100918, -73.520517
